version_id,downloads
6,36
7,35
8,44
9,36
10,56
11,176
12,2
13,212
14,141
15,178
16,451
17,166
18,2
19,5
20,46
21,6
22,35
23,2
24,10
25,10
26,3
27,5
28,37
29,2
30,3
31,2
32,36
33,7
34,2
35,2
36,35
37,101
38,43
39,37
40,36
42,36
43,36
44,36
45,35
46,34
47,3
48,3
49,2
50,2
51,139
52,2
53,5
54,37
55,2
56,3
57,2
58,35
59,2
60,5
61,86
62,3
63,5
64,6
65,35
66,5
67,50
68,36
69,38
82,2
83,2
84,37
85,35
86,36
87,2
88,3
89,3
90,3
91,2
92,36
93,82
94,3
95,2
96,2
97,3
98,37
99,3
100,3
101,3
102,34
103,5
104,1
105,3
106,2
107,2
108,35
109,2
110,2
111,2
112,2
113,14
114,45
115,43
116,44
117,44
118,44
119,45
120,46
121,128
122,35
123,4
124,3
125,35
126,47
127,34
128,2
129,44
130,2
131,5
132,11
133,2
134,38
135,34
136,37
137,3
138,5
139,36
140,35
141,5
142,35
143,6
144,36
145,37
146,36
147,36
148,36
149,37
150,36
151,37
152,34
153,37
154,36
155,37
156,34
157,2
158,37
159,37
160,36
161,37
162,37
167,34
168,160
169,34
170,33
171,2
172,48
173,2
174,35
175,18
176,2
177,35
179,3
180,35
181,2
182,13
183,3
184,6
185,4
186,37
187,3
188,35
189,36
190,3
191,35
192,2
193,2
194,35
195,3
196,3
197,6
198,2
199,53
200,34
201,4
202,35
203,2
204,2
205,3
206,2
207,3
208,43
209,4
210,3
211,4
212,3
213,2
214,2
216,2
217,2
219,1
222,3
223,4
224,2
225,6
226,2
227,36
228,4
229,3
230,3
231,3
232,2
233,2
234,7
235,4
236,2
237,3
238,3
239,58
240,2
241,2
242,37
243,3
244,2
245,3
246,37
247,34
248,6
249,3
250,10
251,35
252,2
253,35
254,34
255,34
256,2
257,44
258,5
259,4293
260,9
261,36
262,36
263,28
264,36
265,59
266,36
267,35
268,55
269,4
270,36
271,37
272,36
273,36
274,3
275,2
276,7
277,3
279,71
280,36
281,37
282,3
283,6
285,3
286,14
287,14
288,8
289,2
290,9
291,1
292,3
293,2
294,9
295,2
296,2
297,3
298,37
299,11
300,57
301,8
302,3
303,35
304,3
305,3
306,1
307,1
308,35
309,35
310,35
311,37
312,3
313,78
314,35
315,34
316,36
317,2
318,35
319,7
320,1
321,35
322,37
323,34
324,34
325,34
326,2
327,2
328,2
329,2
330,2
331,2
332,2
333,2
334,3
335,9
336,2
337,36
338,2
339,4
340,3
341,2
342,3
343,1
346,4
350,3
352,3
353,4
354,3
357,4
358,83
363,4
364,4
365,3
366,2
371,3
372,4
374,3
376,2
377,3
379,3
380,2
381,94
382,2
388,3
389,65
390,3
391,3
392,3
397,2
400,3
403,45
404,37
405,3
406,3
407,234
408,3
409,3
410,3
411,3
412,3
413,3
414,34
415,37
416,37
417,2
418,6
419,43
420,37
421,36
422,2
423,35
424,36
425,2
426,3
427,2
428,3
429,3
430,37
431,5
432,47
433,36
434,2
435,5
436,6
438,37
439,3
440,229
441,5
442,34
443,8
446,37
447,2
450,4
451,2
452,2
455,34
456,3
457,6
458,3
459,36
460,4
461,36
462,115
463,126
464,36
465,35
466,4
467,37
468,37
469,2
470,4
471,4
472,7
473,38
474,2
475,12
476,5
477,35
478,3
479,3
480,3
481,3
482,3
483,3
484,2
485,2
486,4
487,2
488,1
489,2
490,2
491,35
492,4
493,2
494,2
495,2
496,2
497,2
498,2
499,3
500,5
501,4
502,2
503,2
504,2
505,2
506,36
507,37
508,43
509,35
510,3
511,4
514,36
515,2
516,35
517,3
518,35
519,35
520,4
521,35
522,69
523,35
524,4
525,3
526,3
527,72
528,74
529,77
530,36
531,2
532,3
533,3
534,4
535,2
536,34
537,2
538,34
539,14
540,654
541,57
542,35
543,36
544,4
545,12
546,3
547,2
548,37
549,3
550,3
551,3
552,2
553,3
554,2
555,4
556,3
557,36
558,6
559,34
560,4
561,2
562,35
563,35
564,35
565,47
566,37
567,3
568,3
569,2
570,3
571,36
572,2
573,2
574,36
575,10
576,6
577,1
578,10
579,36
580,3
581,126
582,46
583,36
584,35
585,35
586,34
587,49
588,36
589,34
590,2
591,35
592,34
593,34
594,34
595,4
596,2
597,4
599,17
600,5
601,2
602,3
603,2
604,35
605,2
606,2
607,4
608,2
609,9
610,36
611,36
612,36
613,37
614,37
615,38
616,36
617,2
618,2
619,6
620,36
622,13
623,4
624,3
625,2
626,19
627,34
628,34
629,2
630,36
631,36
632,39
633,35
634,36
635,3
636,3
637,4
638,39
639,2
640,2
641,2
642,2
643,2
644,18
645,2
646,2
648,3
649,49
650,52
651,4
652,3
653,3
654,3
655,3
656,4
657,12
658,36
659,2
660,2
661,13
662,5
663,34
664,4
665,4
666,4
667,38
668,2
669,3
670,34
671,36
672,4
673,2
674,36
675,37
676,34
677,36
678,35
679,36
680,429
681,103
682,59
683,227
684,37
685,36
686,36
687,238
688,37
689,34
690,34
691,34
692,36
693,36
694,4
695,4
696,33
697,35
698,2
699,35
700,36
701,36
702,4
703,36
704,38
705,35
706,58
707,17
708,203
709,3
710,2
711,2
712,4
713,10
714,11
715,36
716,3
717,8
718,3
719,28
720,4
721,35
722,36
723,46
724,35
725,4
726,36
727,36
728,36
729,36
730,36
731,36
732,4
733,38
734,3
735,4
736,4
737,3
738,35
739,5
740,3
741,2
742,608
743,52
744,36
745,2
746,3
747,3
748,3
749,4
750,4
751,2
752,3
753,3
754,3
755,3
756,3
757,3
758,2
759,3
760,35
761,2
762,4
763,46
764,46
765,4
766,4
767,36
768,36
769,2
770,35
771,36
772,2
773,1
774,2
775,3
776,4
777,644
778,10
779,36
780,2
781,2
782,2
783,3
784,36
785,37
786,36
787,2
788,4
789,4
790,3
791,3
792,2
793,5
794,34
795,34
796,36
797,2
798,2
799,4
800,39
801,36
802,34
803,2
804,2
805,2
806,2
807,44
808,35
809,35
810,36
811,37
812,36
813,37
814,44
815,2
816,2
817,3
818,4
819,34
820,34
821,38
822,3
823,36
824,4
825,34
826,2
827,3
828,34
829,35
830,34
831,2
832,3
833,3
834,2
835,3
836,2
837,2
838,2
839,2
840,40
841,4
842,2
843,36
844,2
845,29
846,2
847,73
848,5
849,4
850,2
851,5
852,3
853,3
854,4
855,4
856,3
857,66
858,34
859,2
860,36
861,35
862,36
863,35
864,36
865,36
866,4
867,34
868,76
869,4
870,34
871,5
872,6
873,4
874,39
875,38
876,39
877,39
878,2
879,3
880,36
881,3
882,3
883,3
884,37
885,2
886,60
887,63
888,3
890,4
891,36
892,2
893,2
894,1
895,3
896,3
897,36
898,37
899,35
900,2
901,43
902,4
903,4
904,2
905,2
906,34
907,3
908,36
909,36
910,47
911,36
912,2
913,4
915,4
916,36
917,36
918,3
919,41
920,36
921,36
922,3
923,13
924,3
925,37
926,36
927,6
928,3
929,2
930,2
931,2
932,3
933,4
934,3
935,2
936,3
937,2
938,2
939,7
940,2
941,19
942,44
943,38
944,2
945,2
946,34
947,34
948,34
949,35
950,36
951,2
952,9
953,79
954,11
955,2
956,2
957,3
958,2
959,3
960,5
961,10
962,2
963,5
964,35
965,4
966,4
967,3
968,3
969,58
970,2
971,2
972,2
973,36
974,2
975,3
976,3
977,34
978,3
979,2
980,2
981,35
982,6
983,34
984,2
985,34
986,3
987,34
988,3
989,36
990,3
991,36
992,2
993,2
994,2
995,3
996,2
997,3
998,2
999,2
1000,36
1001,36
1002,35
1003,6
1004,35
1005,36
1006,35
1007,2
1008,35
1009,36
1010,6
1011,4
1012,2
1013,3
1014,5
1015,146
1016,4
1017,36
1018,35
1019,3
1020,36
1021,36
1022,3
1023,2
1024,3
1025,3
1026,35
1027,4
1028,45
1029,46
1030,4
1031,47
1032,37
1033,3
1034,37
1035,37
1036,3
1037,36
1038,35
1039,35
1040,35
1041,36
1042,36
1043,35
1044,3
1045,38
1046,37
1047,36
1048,34
1049,36
1050,3
1051,2
1052,3
1053,2
1054,4
1055,3
1057,2
1058,3
1059,4
1060,4
1061,35
1062,35
1063,36
1064,35
1065,35
1066,2
1067,2
1068,8
1069,3
1070,4
1071,33
1072,2
1073,3
1074,3
1075,3
1076,3
1077,3
1078,34
1079,36
1080,35
1081,3
1082,46
1083,36
1084,36
1085,3
1086,3
1087,3
1088,9
1089,5
1090,46
1091,2
1092,3
1093,36
1094,36
1095,36
1096,2
1097,8
1098,34
1099,3
1100,531
1101,155
1102,496
1103,42
1104,3
1105,38
1106,3
1107,3
1108,3
1109,3
1110,35
1111,3
1112,3
1113,2
1114,25
1115,38
1116,37
1117,3
1118,3
1119,2
1120,2
1121,35
1122,36
1123,4
1124,10
1125,2
1126,2
1127,9
1128,3
1129,2
1130,3
1131,2
1132,3
1133,36
1134,36
1135,36
1136,35
1137,3
1138,3
1139,35
1140,2
1141,37
1142,3
1143,35
1144,4
1145,3
1146,36
1147,3
1148,34
1149,37
1150,2
1151,4
1152,46
1153,2
1154,3
1155,38
1156,4
1157,61
1158,43
1159,38
1160,4
1161,36
1162,2
1163,36
1164,38
1165,2
1166,36
1167,36
1168,36
1169,41
1170,34
1171,37
1172,3
1173,4
1174,36
1175,35
1176,36
1177,3
1178,35
1179,36
1180,36
1181,2
1182,2
1183,2
1184,3
1185,35
1186,35
1187,3
1188,3
1189,35
1190,2
1191,3
1192,3
1193,39
1194,36
1195,35
1196,34
1197,3
1198,2
1199,4
1200,35
1201,36
1202,36
1203,37
1204,2
1205,37
1206,3
1207,36
1208,36
1209,2
1210,4
1211,2
1212,34
1213,37
1214,2
1215,2
1216,70
1217,173
1218,36
1219,161
1220,162
1221,36
1222,3
1223,56
1224,35
1225,3
1226,3
1227,2
1228,3
1229,3
1230,2
1231,3
1232,2
1233,3
1234,3
1235,36
1236,3
1237,3
1238,36
1239,41
1240,3
1241,3
1242,2
1243,36
1244,35
1245,3
1246,60
1247,2
1248,2
1249,4
1250,3
1251,2
1252,2
1253,2
1254,35
1255,2
1256,33
1257,38
1258,3
1259,2
1260,36
1261,111
1262,7
1263,34
1264,48
1265,35
1266,4
1267,3
1268,3
1269,35
1270,13
1271,2
1272,55
1273,36
