version_id,downloads
6,40
7,42
8,33
9,238
10,45
11,77
12,4
13,44
14,49
15,48
16,269
17,48
18,2
19,4
20,37
21,7
22,35
23,2
24,4
25,5
26,7
27,7
28,38
29,3
30,2
31,4
32,36
33,6
34,3
35,5
36,38
37,72
38,41
39,34
40,32
42,38
43,35
44,40
45,39
46,3
47,3
48,3
49,2
50,3
51,54
52,4
53,6
54,34
55,2
56,5
57,3
58,34
59,2
60,4
61,45
62,2
63,6
64,6
65,33
66,6
67,39
68,34
69,36
82,4
83,4
84,37
85,39
86,37
87,4
88,2
89,2
90,2
91,2
92,36
93,34
94,3
95,2
96,2
97,2
98,37
99,2
100,2
101,3
102,37
103,4
104,3
105,3
106,3
107,4
108,34
109,1
110,1
111,4
112,2
113,3
114,39
115,39
116,37
117,38
118,40
119,38
120,37
121,35
122,33
123,4
124,5
125,34
126,41
127,40
128,2
129,38
130,3
131,5
132,4
133,6
134,18
135,37
136,38
137,4
138,4
139,37
140,37
141,4
142,32
143,6
144,34
145,34
146,34
147,32
148,42
149,39
150,33
151,37
152,3
153,37
154,38
155,34
156,38
157,3
158,37
159,34
160,32
161,38
162,33
167,42
168,34
169,37
170,38
171,2
172,53
173,1
174,34
175,36
176,1
177,34
179,2
180,34
181,3
182,20
183,3
184,6
185,4
186,38
187,2
188,38
189,35
190,2
191,34
192,3
193,3
194,38
195,2
196,3
197,5
198,1
199,33
200,38
201,3
202,34
203,4
204,3
205,4
206,2
207,5
208,43
209,5
210,2
211,3
212,2
213,3
214,3
216,3
217,2
219,3
222,2
223,2
224,3
225,5
226,4
227,38
228,2
229,1
230,4
231,4
232,3
233,3
234,5
235,3
236,3
237,4
238,5
239,32
240,2
241,2
242,32
243,4
244,3
245,2
246,33
247,2
248,2
249,2
250,4
251,33
252,5
253,34
254,34
255,34
256,4
257,35
258,5
259,2010
260,8
261,38
262,37
263,28
264,37
265,33
266,38
267,37
268,34
269,4
270,36
271,37
272,34
273,35
274,5
275,2
276,6
277,3
279,46
280,40
281,38
282,3
283,8
285,5
286,21
287,23
288,2
289,3
290,2
291,3
292,2
293,2
294,5
295,4
296,2
297,5
298,34
299,24
300,35
301,6
302,4
303,34
304,5
305,4
306,2
307,3
308,33
309,34
310,34
311,42
312,4
313,83
314,35
315,34
316,39
317,3
318,42
319,5
320,3
321,33
322,41
323,34
324,34
325,41
326,3
327,4
328,2
329,3
330,1
331,3
332,3
333,4
334,2
335,4
336,3
337,35
338,3
339,2
340,2
341,3
342,2
343,2
346,1
350,2
352,3
353,4
354,2
357,3
358,81
363,3
364,3
365,3
366,2
371,3
372,2
374,2
376,3
377,2
379,1
380,3
381,123
382,2
388,1
389,50
390,4
391,4
392,2
397,3
400,2
403,36
404,36
405,2
406,4
407,160
408,1
409,2
410,2
411,5
412,2
413,5
414,34
415,36
416,37
417,3
418,4
419,34
420,35
421,35
422,4
423,34
424,34
425,2
426,4
427,4
428,4
429,3
430,35
431,4
432,51
433,38
434,2
435,3
436,4
438,36
439,4
440,135
441,5
442,34
443,7
446,35
447,3
450,3
451,5
452,2
455,34
456,4
457,4
458,4
459,34
460,1
461,41
462,34
463,56
464,38
465,35
466,1
467,36
468,36
469,2
470,4
471,4
472,6
473,34
474,3
475,6
476,4
477,34
478,1
479,3
480,3
481,3
482,3
483,4
484,3
485,3
486,5
487,4
488,3
489,4
490,4
491,39
492,5
493,2
494,3
495,3
496,1
497,3
498,1
499,4
500,3
501,1
502,1
503,2
504,3
505,4
506,42
507,35
508,41
509,34
510,6
511,1
514,35
515,3
516,34
517,1
518,34
519,34
520,1
521,34
522,34
523,34
524,1
525,2
526,2
527,38
528,34
529,34
530,39
531,1
532,3
533,3
534,3
535,5
536,34
537,3
538,34
539,19
540,333
541,79
542,34
543,39
544,4
545,4
546,4
547,4
548,34
549,2
550,4
551,3
552,3
553,2
554,2
555,4
556,2
557,33
558,4
559,2
560,3
561,5
562,34
563,34
564,34
565,53
566,40
567,4
568,2
569,4
570,2
571,38
572,3
573,3
574,37
575,5
576,3
577,2
578,12
579,38
580,3
581,33
582,37
583,40
584,34
585,35
586,42
587,49
588,40
589,35
590,2
591,33
592,36
593,34
594,34
595,3
596,2
597,4
599,5
600,4
601,2
602,4
603,1
604,38
605,3
606,2
607,4
608,3
609,3
610,40
611,35
612,40
613,36
614,36
615,34
616,34
617,3
618,3
619,3
620,33
622,6
623,3
624,1
625,2
626,36
627,34
628,34
629,2
630,39
631,33
632,61
633,37
634,34
635,5
636,4
637,3
638,39
639,1
640,2
641,1
642,2
643,3
644,20
645,2
646,1
648,5
649,43
650,38
651,1
652,2
653,5
654,2
655,2
656,4
657,4
658,2
659,1
660,8
661,23
662,8
663,1
664,4
665,4
666,4
667,38
668,1
669,4
670,36
671,33
672,1
673,2
674,33
675,37
676,38
677,39
678,35
679,35
680,383
681,169
682,33
683,175
684,34
685,32
686,33
687,231
688,39
689,34
690,34
691,34
692,39
693,34
694,4
695,4
696,34
697,40
698,5
699,37
700,76
701,33
702,4
703,37
704,34
705,34
706,80
707,4
708,242
709,3
710,2
711,4
712,2
713,5
714,9
715,37
716,2
717,4
718,2
719,2
720,4
721,39
722,36
723,53
724,38
725,4
726,38
727,33
728,37
729,34
730,37
731,34
732,5
733,38
734,3
735,3
736,4
737,2
738,33
739,4
740,3
741,2
742,340
743,32
744,33
745,1
746,1
747,3
748,2
749,4
750,4
751,2
752,2
753,2
754,2
755,3
756,2
757,2
758,2
759,2
760,33
761,1
762,4
763,38
764,33
765,4
766,4
767,32
768,33
769,1
770,33
771,39
772,6
773,1
774,3
775,2
776,4
777,259
778,2
779,39
780,2
781,2
782,2
783,2
784,33
785,35
786,32
787,2
788,4
789,5
790,3
791,3
792,4
793,4
794,34
795,34
796,32
797,2
798,5
799,4
800,38
801,35
802,37
803,2
804,4
805,4
806,2
